file,status,x1,y1,x2,y2
.\image_00042_1.png,success,322.73,248.16,688.25,749.26
.\image_00043_1.png,success,339.41,262.62,672.57,717.27
.\image_00044_1.png,success,326.09,264.33,691.78,744.58
.\image_00045_1.png,success,352.25,278.12,697.32,734.04
.\image_00046_1.png,success,344.55,264.23,692.51,711.75
.\image_00047_1.png,success,321.35,268.53,661.74,716.25
.\image_00048_1.png,success,326.82,230.13,665.87,708.52
.\image_00049_1.png,success,375.74,251.33,657.1,654.29
.\image_00050_1.png,success,370.54,240.18,685.53,684.28
.\image_00051_1.png,success,326.79,249.11,678.2,731.95
.\image_00052_1.png,success,321.29,230.61,689.88,719.14
.\image_00053_1.png,success,365.52,251.73,666.29,646.11
.\image_00054_1.png,success,337.61,212.58,655.7,637.12
.\image_00055_1.png,success,344.72,220.27,647.6,622.08
.\image_00056_1.png,success,310.22,180.21,637.97,646.51
.\image_00057_1.png,success,337.48,226.62,645.09,629.35
.\image_00058_1.png,success,352.3,205.18,652.2,626.15
.\image_00059_1.png,success,343.08,220.29,651.68,620.8
.\image_00060_1.png,success,347.01,230.89,663.1,627.98
.\image_00061_1.png,success,352.28,218.8,666.17,670.82
.\image_00062_1.png,success,343.4,225.25,651.09,637.16
.\image_00063_1.png,success,343.13,233.57,646.93,630.44
.\image_00064_1.png,success,349.65,223.53,661.23,630.9
.\image_00065_1.png,success,347.56,200.21,664.97,646.0
.\image_00066_1.png,success,356.31,237.69,652.97,627.25
.\image_00067_1.png,success,358.82,258.65,642.9,622.25
.\image_00068_1.png,success,345.74,210.8,660.77,647.0
.\image_00069_0.png,success,341.36,213.41,643.91,641.98
.\image_00070_1.png,success,356.8,225.38,649.27,623.64
.\image_00071_1.png,success,324.39,186.42,659.43,631.43
.\image_00072_1.png,success,334.9,214.66,652.97,624.67
.\image_00073_1.png,success,350.94,219.76,645.03,632.9
.\image_00074_1.png,success,343.44,217.5,645.36,635.27
.\image_00075_1.png,success,343.22,217.23,653.36,628.05
.\image_00076_1.png,success,347.06,213.12,653.94,638.52
.\image_00077_1.png,success,341.66,204.48,653.84,638.23
.\image_00078_1.png,success,353.12,220.94,643.91,640.83
.\image_00079_1.png,success,340.77,200.93,653.29,620.79
.\image_00080_1.png,success,364.8,243.89,663.41,623.01
.\image_00081_1.png,success,350.21,238.67,643.66,608.76
.\image_00082_1.png,success,351.67,234.34,640.99,628.29
.\image_00083_1.png,success,364.41,260.33,644.98,628.42
.\image_00084_1.png,success,358.18,245.54,652.44,628.23
.\image_00085_1.png,success,341.7,231.43,645.3,639.65
.\image_00086_1.png,success,353.85,228.13,653.18,632.09
.\image_00087_1.png,success,346.46,253.9,658.98,634.89
.\image_00088_1.png,success,342.87,242.26,655.7,655.44
.\image_00089_1.png,success,343.63,253.15,644.59,630.65
.\image_00090_1.png,success,343.04,208.94,680.83,630.45
.\image_00091_1.png,success,343.43,226.19,652.92,633.17
.\image_00092_1.png,success,353.76,249.62,648.34,632.88
.\image_00093_1.png,success,339.19,228.41,651.39,619.23
.\image_00094_1.png,success,354.1,225.75,666.29,620.42
.\image_00095_1.png,success,354.03,228.85,642.97,619.73
.\image_00096_1.png,success,354.34,227.94,661.1,635.81
.\image_00097_1.png,success,349.64,231.69,652.72,640.13
.\image_00098_1.png,success,350.01,232.0,662.44,634.47
.\image_00099_1.png,success,345.5,215.5,651.24,627.58
.\image_00100_1.png,success,355.09,222.91,658.36,631.83
.\image_00101_1.png,success,360.04,244.33,657.31,630.87
.\image_00102_1.png,success,357.83,244.96,646.93,615.06
.\image_00103_1.png,success,346.71,210.15,662.95,623.86
.\image_00104_1.png,success,350.86,201.3,663.69,630.19
.\image_00105_1.png,success,345.97,223.08,662.0,631.9
.\image_00106_0.png,success,348.32,233.65,646.02,636.76
.\image_00107_1.png,success,341.93,231.66,654.17,633.42
.\image_00108_1.png,success,338.64,201.49,653.88,641.18
.\image_00109_1.png,success,338.54,221.49,642.55,631.61
.\image_00110_1.png,success,360.12,221.04,645.18,626.56
.\image_00111_0.png,success,363.7,233.19,645.26,631.35
.\image_00112_1.png,success,340.36,211.35,658.84,646.07
.\image_00113_1.png,success,352.36,229.92,655.55,636.7
.\image_00114_1.png,success,358.35,239.48,653.83,624.09
.\image_00115_0.png,success,337.25,224.32,672.69,650.28
.\image_00116_1.png,success,342.04,215.46,651.4,615.3
.\image_00117_1.png,success,341.84,200.16,654.72,623.2
.\image_00118_1.png,success,335.04,218.42,646.94,646.75
.\image_00119_1.png,success,348.92,238.74,646.67,626.96
.\image_00120_1.png,success,354.66,213.39,654.73,627.58
.\image_00121_1.png,success,341.64,222.92,637.85,637.92
.\image_00122_1.png,success,354.61,230.98,633.89,625.55
.\image_00123_1.png,success,386.13,226.79,729.8,694.07
.\image_00124_1.png,success,374.86,209.68,729.56,680.85
.\image_00125_1.png,success,362.51,204.54,728.62,681.83
.\image_00126_1.png,success,390.9,200.43,744.12,710.56
.\image_00127_1.png,success,379.06,199.08,744.92,711.84
.\image_00128_1.png,success,383.33,199.21,741.15,712.45
.\image_00129_1.png,success,391.17,217.81,731.91,673.0
.\image_00130_1.png,success,397.43,206.53,731.6,686.56
.\image_00131_1.png,success,400.78,213.9,734.1,667.9
.\image_00132_1.png,success,389.22,222.29,727.39,663.11
.\image_00133_1.png,success,391.76,202.57,737.71,668.94
.\image_00134_1.png,success,406.7,241.36,726.63,667.47
.\image_00135_1.png,success,394.95,221.33,727.21,689.42
.\image_00136_1.png,success,385.14,215.76,723.45,684.0
.\image_00137_1.png,success,399.08,218.59,734.13,690.71
.\image_00138_0.png,success,387.71,194.61,750.42,668.67
.\image_00139_1.png,success,384.75,203.75,741.83,674.66
.\image_00140_0.png,success,388.85,216.32,742.14,674.92
.\image_00141_1.png,success,386.01,195.3,736.45,672.5
.\image_00142_0.png,success,369.45,173.75,742.03,706.37
.\image_00143_1.png,success,383.47,198.07,733.23,666.72
.\image_00144_1.png,success,386.91,191.79,742.11,689.52
.\image_00145_1.png,success,380.24,189.47,739.64,690.82
.\image_00146_0.png,success,373.37,170.79,749.37,689.39
.\image_00147_1.png,success,398.84,191.5,737.12,675.7
.\image_00148_0.png,success,378.31,210.57,730.31,674.75
.\image_00149_1.png,success,374.7,187.5,725.99,670.56
.\image_00150_1.png,success,395.71,213.57,729.2,666.3
.\image_00151_1.png,success,398.9,208.92,738.24,690.84
.\image_00152_1.png,success,402.85,209.6,749.33,679.73
.\image_00153_1.png,success,390.46,200.49,745.95,696.72
.\image_00154_1.png,success,397.27,190.55,762.21,705.17
.\image_00155_1.png,success,395.11,187.01,745.78,682.25
.\image_00156_1.png,success,383.05,184.84,734.57,669.14
.\image_00157_1.png,success,393.11,179.8,744.71,712.42
.\image_00158_1.png,success,378.07,200.18,733.27,688.7
.\image_00159_1.png,success,393.58,196.13,740.62,690.45
.\image_00160_1.png,success,401.42,194.31,756.64,702.69
.\image_00161_1.png,success,394.6,194.52,731.29,683.87
.\image_00162_1.png,success,398.82,206.15,736.55,673.44
.\image_00163_1.png,success,384.69,212.01,727.44,689.06
.\image_00164_1.png,success,387.49,199.22,726.11,667.78
.\image_00165_1.png,success,394.26,202.85,730.75,675.93
.\image_00166_1.png,success,401.62,193.15,734.57,665.05
.\image_00167_1.png,success,371.39,215.44,721.61,688.56
.\image_00168_1.png,success,388.02,198.44,736.23,680.28
.\image_00169_1.png,success,383.03,190.28,720.55,685.29
.\image_00170_1.png,success,392.46,212.33,731.73,681.81
.\image_00171_1.png,success,398.57,163.62,743.95,689.83
.\image_00172_1.png,success,400.46,169.17,748.56,684.3
.\image_00173_1.png,success,397.37,204.87,734.65,680.21
.\image_00174_1.png,success,383.03,219.57,721.6,677.43
.\image_00175_1.png,success,397.57,202.48,730.38,683.73
.\image_00176_1.png,success,400.18,205.58,727.99,677.3
.\image_00177_1.png,success,399.32,226.79,722.52,690.43
.\image_00178_1.png,success,389.13,220.67,733.42,696.24
.\image_00179_1.png,success,385.67,204.58,741.06,713.5
.\image_00180_1.png,success,392.42,192.17,762.77,711.93
.\image_00181_0.png,success,396.32,219.69,730.22,667.14
.\image_00182_1.png,success,379.73,220.85,734.26,690.68
.\image_00183_1.png,success,386.15,212.4,734.43,685.03
.\image_00184_1.png,success,381.61,203.38,744.3,695.14
.\image_00185_1.png,success,391.16,218.72,729.89,673.36
.\image_00186_1.png,success,393.88,234.42,724.38,673.97
.\image_00187_1.png,success,386.34,217.84,738.12,675.74
.\image_00188_1.png,success,389.8,221.53,724.32,671.58
.\image_00189_1.png,success,389.3,204.43,743.37,698.54
.\image_00190_0.png,success,380.18,208.79,741.71,688.44
.\image_00191_1.png,success,399.21,208.98,728.12,665.31
.\image_00192_0.png,success,378.55,184.71,743.71,686.33
.\image_00193_1.png,success,401.13,178.34,729.46,702.45
.\image_00194_1.png,success,384.92,216.14,713.08,676.96
.\image_00195_1.png,success,396.39,221.51,715.51,634.09
.\image_00196_1.png,success,381.78,181.34,742.47,669.33
.\image_00197_1.png,success,371.37,193.29,726.77,728.4
.\image_00198_1.png,success,381.37,200.97,749.56,703.56
.\image_00199_1.png,success,364.8,208.64,726.07,692.45
.\image_00200_1.png,success,369.2,206.42,738.21,708.24
.\image_00201_1.png,success,398.49,183.34,742.58,673.01
.\image_00202_1.png,success,374.1,182.41,723.22,675.18
.\image_00203_1.png,success,383.3,213.54,732.34,680.6
.\image_00204_1.png,success,404.26,201.7,737.14,668.33
.\image_00205_1.png,success,397.64,211.14,725.48,680.15
.\image_00206_1.png,success,399.03,208.3,740.79,668.17
.\image_00207_1.png,success,395.95,211.99,726.27,679.22
.\image_00208_1.png,success,385.29,238.21,723.29,682.69
.\image_00209_0.png,success,384.24,221.38,733.77,677.28
.\image_00210_1.png,success,385.06,216.69,739.36,661.39
.\image_00211_0.png,success,396.8,205.86,730.21,671.34
.\image_00212_1.png,success,379.22,163.63,716.48,663.81
.\image_00213_1.png,success,378.11,195.33,742.82,686.88
.\image_00214_1.png,success,389.82,182.35,737.37,670.59
.\image_00215_1.png,success,375.03,193.93,711.12,684.21
.\image_00216_1.png,success,393.69,203.81,731.63,667.72
.\image_00217_1.png,success,394.44,185.22,743.92,667.32
.\image_00218_1.png,success,384.36,188.87,725.52,680.65
.\image_00219_1.png,success,385.83,193.08,718.24,679.64
.\image_00220_1.png,success,390.42,212.05,728.05,682.52
.\image_00221_1.png,success,396.76,185.17,727.44,674.25
.\image_00222_1.png,success,392.31,203.9,724.38,673.81
.\image_00223_1.png,success,386.27,192.29,737.43,682.98
.\image_00224_1.png,success,365.59,206.11,718.61,680.06
.\image_00225_1.png,success,391.13,243.07,717.23,660.87
.\image_00226_0.png,success,384.96,217.23,729.19,659.58
.\image_00227_1.png,success,378.81,139.8,725.19,670.62
.\image_00228_1.png,success,413.02,209.24,739.26,673.95
.\image_00229_1.png,success,393.21,196.07,731.7,685.1
.\image_00230_1.png,success,394.93,184.8,745.82,666.14
.\image_00231_1.png,success,387.59,229.05,718.36,682.65
.\image_00232_1.png,success,372.9,173.18,730.95,685.12
.\image_00233_1.png,success,392.09,208.61,730.87,667.24
.\image_00234_1.png,success,400.14,190.09,718.05,678.36
.\image_00235_1.png,success,392.27,190.33,741.04,669.04
.\image_00236_1.png,success,390.04,205.39,737.2,669.47
.\image_00237_1.png,success,379.79,184.49,715.31,653.13
.\image_00238_1.png,success,393.53,196.5,742.11,663.53
.\image_00239_1.png,success,398.2,232.4,742.96,688.18
.\image_00240_1.png,success,379.3,209.38,710.97,684.47
.\image_00241_1.png,success,395.96,211.3,728.44,676.23
.\image_00242_1.png,success,393.44,204.1,724.19,692.77
.\image_00243_1.png,success,381.91,264.67,700.02,687.5
.\image_00244_1.png,success,385.29,191.69,738.97,706.03
.\image_00245_1.png,success,380.88,191.25,717.65,679.98
.\image_00246_1.png,success,377.17,190.62,733.82,681.62
.\image_00247_1.png,success,369.96,191.43,721.68,689.73
.\image_00248_1.png,success,404.18,213.79,719.63,648.99
.\image_00249_0.png,success,394.74,254.16,701.73,669.8
.\image_00250_1.png,success,391.87,211.59,724.47,674.78
.\image_00251_0.png,success,376.22,205.6,722.36,688.61
.\image_00252_1.png,success,386.73,204.25,725.25,678.45
.\image_00253_1.png,success,389.37,215.16,713.32,669.95
.\image_00254_1.png,success,401.16,224.98,727.33,687.78
.\image_00255_1.png,success,400.69,200.52,740.26,678.89
.\image_00256_1.png,success,387.88,205.83,742.88,669.59
.\image_00257_1.png,success,370.01,157.31,723.19,687.64
.\image_00258_1.png,success,368.47,178.94,737.86,693.38
.\image_00259_1.png,success,379.9,190.45,730.14,673.0
.\image_00260_1.png,success,380.48,202.79,735.33,684.45
.\image_00261_1.png,success,380.72,204.15,739.45,682.02
.\image_00262_0.png,success,396.54,186.53,737.12,677.08
.\image_00263_1.png,success,391.2,227.88,732.04,662.3
.\image_00264_1.png,success,404.12,235.41,728.03,673.98
.\image_00265_1.png,success,374.7,175.21,750.72,683.75
.\image_00266_1.png,success,375.83,187.7,737.73,676.92
.\image_00267_1.png,success,377.96,211.92,723.32,675.05
.\image_00268_1.png,success,382.84,170.76,733.39,677.94
.\image_00269_1.png,success,395.6,223.5,733.59,684.06
.\image_00270_1.png,success,368.58,161.44,757.09,729.79
.\image_00271_1.png,success,360.96,182.88,748.82,717.5
.\image_00272_1.png,success,372.57,191.65,712.71,676.15
.\image_00273_1.png,success,382.99,192.86,719.54,677.63
.\image_00274_1.png,success,381.06,187.82,732.2,689.83
.\image_00275_1.png,success,381.72,180.64,730.64,673.94
.\image_00276_1.png,success,402.34,235.61,719.45,660.0
.\image_00277_1.png,success,390.12,202.42,736.82,671.92
.\image_00278_1.png,success,393.31,204.82,735.49,669.7
.\image_00279_0.png,success,354.2,175.03,724.16,697.93
.\image_00280_1.png,success,397.27,180.12,739.78,665.42
.\image_00281_1.png,success,376.24,185.62,725.75,683.92
.\image_00282_1.png,success,380.17,195.71,737.27,677.82
.\image_00283_1.png,success,396.21,202.45,726.47,669.8
.\image_00284_1.png,success,381.83,185.88,727.87,678.91
.\image_00285_1.png,success,378.86,189.26,727.92,648.91
.\image_00286_1.png,success,379.89,170.62,729.19,669.05
.\image_00287_1.png,success,364.0,188.51,708.18,693.05
.\image_00288_1.png,success,385.84,179.6,729.2,686.01
.\image_00289_1.png,success,371.67,197.8,712.7,658.22
.\image_00290_1.png,success,406.59,188.7,739.7,671.76
.\image_00291_1.png,success,384.16,198.06,713.97,680.67
.\image_00292_1.png,success,376.27,213.01,709.26,675.69
.\image_00293_1.png,success,384.61,229.38,718.41,671.1
.\image_00294_1.png,success,378.41,223.21,705.96,668.15
.\image_00295_0.png,success,379.76,221.28,709.89,686.68
.\image_00296_1.png,success,382.37,179.64,733.56,671.82
.\image_00297_1.png,success,370.65,194.23,714.45,664.3
.\image_00298_1.png,success,358.63,230.47,722.74,709.44
.\image_00299_0.png,success,373.18,235.06,726.31,693.4
.\image_00300_1.png,success,366.0,200.09,736.44,673.07
.\image_00301_1.png,success,385.0,221.73,708.27,679.41
.\image_00302_1.png,success,392.85,217.66,718.12,668.33
.\image_00303_1.png,success,377.59,175.3,735.12,698.4
.\image_00304_1.png,success,376.08,193.9,724.32,668.91
.\image_00305_1.png,success,386.97,198.83,726.99,683.67
.\image_00306_1.png,success,382.5,185.18,734.45,664.3
.\image_00307_1.png,success,372.12,193.25,735.99,667.09
.\image_00308_1.png,success,393.37,181.71,739.48,671.07
.\image_00309_1.png,success,393.53,216.64,723.87,668.73
.\image_00310_1.png,success,382.43,192.67,745.08,682.57
.\image_00311_1.png,success,386.23,175.49,742.3,694.55
.\image_00312_1.png,success,380.14,184.07,740.79,668.16
.\image_00313_1.png,success,393.22,197.08,746.49,660.33
.\image_00314_1.png,success,385.73,227.89,727.82,683.41
.\image_00315_1.png,success,381.62,210.5,746.83,667.55
.\image_00316_1.png,success,369.77,210.71,717.08,690.24
.\image_00317_1.png,success,402.44,184.86,737.03,674.66
.\image_00318_1.png,success,392.77,238.31,704.69,662.03
.\image_00319_0.png,success,376.5,218.8,739.97,675.95
.\image_00320_1.png,success,373.05,201.34,739.31,670.83
.\image_00321_1.png,success,374.39,172.29,737.34,680.59
.\image_00322_1.png,success,384.75,191.14,729.48,684.71
.\image_00323_1.png,success,372.32,201.46,723.97,675.1
.\image_00324_1.png,success,385.2,219.57,727.51,670.53
.\image_00325_1.png,success,375.91,199.33,731.19,672.31
.\image_00326_1.png,success,385.25,182.12,739.72,712.77
.\image_00327_1.png,success,384.46,191.13,740.46,685.14
.\image_00328_1.png,success,389.28,233.88,732.5,696.18
.\image_00329_1.png,success,376.89,196.19,735.7,679.07
.\image_00330_1.png,success,385.03,191.71,729.44,661.64
.\image_00331_1.png,success,383.47,197.7,731.11,668.38
.\image_00332_1.png,success,382.02,183.87,732.63,689.64
.\image_00333_1.png,success,367.72,188.7,744.0,723.8
.\image_00334_1.png,success,391.08,205.21,724.66,674.12
.\image_00335_1.png,success,393.26,196.94,742.84,670.39
.\image_00336_1.png,success,365.09,172.2,723.97,681.89
.\image_00337_1.png,success,375.97,200.68,713.23,665.17
.\image_00338_1.png,success,382.72,185.69,725.68,669.51
.\image_00339_0.png,success,361.66,183.5,738.04,688.54
.\image_00340_1.png,success,367.59,213.48,711.66,665.94
.\image_00341_1.png,success,375.55,205.96,727.73,684.96
.\image_00342_1.png,success,388.01,185.05,734.85,671.41
.\image_00343_1.png,success,394.48,207.27,737.13,664.6
.\image_00344_1.png,success,392.16,199.15,745.41,677.34
.\image_00345_1.png,success,385.66,219.67,737.25,678.83
.\image_00346_1.png,success,389.65,174.6,747.38,687.62
.\image_00347_1.png,success,384.47,201.86,733.25,666.54
.\image_00348_1.png,success,394.88,208.95,717.97,671.84
.\image_00349_1.png,success,325.07,222.74,633.32,643.94
.\image_00350_1.png,success,334.09,237.41,625.08,627.96
.\image_00351_1.png,success,313.04,238.87,635.51,657.98
.\image_00352_1.png,success,335.01,217.13,643.57,630.94
.\image_00353_1.png,success,322.93,222.58,640.66,622.05
.\image_00354_1.png,success,336.81,236.67,645.79,665.06
.\image_00355_1.png,success,322.33,234.94,631.7,640.8
.\image_00356_1.png,success,333.72,235.63,635.8,646.31
.\image_00357_1.png,success,329.34,242.4,629.86,635.2
.\image_00358_1.png,success,326.17,209.21,638.89,628.4
.\image_00359_1.png,success,332.01,234.34,641.09,638.56
.\image_00360_1.png,success,329.67,226.43,640.54,621.73
.\image_00361_1.png,success,340.0,246.56,633.4,638.49
.\image_00362_1.png,success,329.33,218.27,656.68,648.81
.\image_00363_1.png,success,350.6,254.75,631.86,641.92
.\image_00364_1.png,success,336.46,240.36,630.54,636.46
.\image_00365_1.png,success,302.09,201.16,631.88,672.01
.\image_00366_1.png,success,337.2,231.64,629.77,642.24
.\image_00367_1.png,success,325.71,241.08,623.66,634.64
.\image_00368_1.png,success,328.12,229.13,641.96,638.88
.\image_00369_1.png,success,331.93,223.72,635.14,631.82
.\image_00370_1.png,success,331.43,228.11,633.96,630.68
.\image_00371_1.png,success,336.37,239.94,612.88,629.8
.\image_00372_0.png,success,314.0,253.19,637.75,658.29
.\image_00373_1.png,success,328.74,230.14,629.16,647.77
.\image_00374_1.png,success,335.56,201.59,650.83,656.21
.\image_00375_1.png,success,325.79,244.53,629.93,648.75
.\image_00376_1.png,success,316.48,214.17,640.5,650.0
.\image_00377_1.png,success,333.4,218.28,638.7,634.36
.\image_00378_1.png,success,347.75,281.47,619.53,620.79
.\image_00379_0.png,success,329.7,247.01,593.6,626.98
.\image_00380_1.png,success,329.57,262.02,640.29,669.6
.\image_00381_1.png,success,313.87,224.33,650.17,659.05
.\image_00382_1.png,success,331.46,208.01,645.18,641.99
.\image_00383_1.png,success,315.31,213.28,638.49,646.28
.\image_00384_1.png,success,329.83,238.73,646.63,650.23
.\image_00385_1.png,success,329.4,233.62,620.96,620.46
.\image_00386_1.png,success,338.55,247.0,622.86,643.63
.\image_00387_1.png,success,324.47,254.89,616.46,642.06
.\image_00388_1.png,success,324.35,242.26,634.09,636.48
.\image_00389_1.png,success,319.07,228.74,630.1,646.96
.\image_00390_1.png,success,316.66,232.98,652.42,650.84
.\image_00391_1.png,success,324.81,243.09,620.65,636.42
.\image_00392_1.png,success,326.39,219.35,633.53,629.73
.\image_00393_1.png,success,317.63,252.13,626.11,650.96
.\image_00394_1.png,success,319.46,230.23,633.11,633.9
.\image_00395_1.png,success,334.25,228.94,630.73,645.21
.\image_00396_1.png,success,323.26,224.7,637.44,643.41
.\image_00397_1.png,success,338.15,225.39,631.65,630.71
.\image_00398_1.png,success,326.83,242.0,640.52,643.26
.\image_00399_1.png,success,328.99,250.69,637.36,656.29
.\image_00400_1.png,success,321.06,231.19,637.97,655.24
.\image_00401_1.png,success,336.92,231.3,620.57,633.62
.\image_00402_1.png,success,330.45,233.39,627.23,628.74
.\image_00403_1.png,success,328.26,234.36,624.13,638.89
.\image_00404_1.png,success,333.25,236.08,634.71,643.91
.\image_00405_1.png,success,329.32,231.92,637.62,644.71
.\image_00406_1.png,success,325.45,225.49,636.54,652.18
.\image_00407_1.png,success,331.24,232.99,639.97,640.31
.\image_00408_1.png,success,336.98,237.88,629.05,635.98
.\image_00409_1.png,success,334.84,246.33,627.97,620.18
.\image_00410_1.png,success,328.86,247.21,625.85,641.71
.\image_00411_1.png,success,329.59,246.46,617.51,634.82
.\image_00412_1.png,success,329.45,218.37,644.6,643.86
.\image_00413_1.png,success,332.63,237.98,639.36,655.01
.\image_00414_1.png,success,341.3,227.01,645.21,637.91
.\image_00415_1.png,success,323.62,246.13,626.97,638.56
.\image_00416_1.png,success,323.91,227.82,636.02,630.22
.\image_00417_1.png,success,348.06,230.92,629.46,628.33
.\image_00418_1.png,success,336.23,244.18,641.54,643.27
.\image_00419_1.png,success,340.06,237.35,633.64,637.07
.\image_00420_1.png,success,333.82,238.73,623.2,630.2
.\image_00421_1.png,success,316.86,219.84,638.15,632.83
.\image_00422_1.png,success,319.25,219.1,632.4,630.77
.\image_00423_1.png,success,330.69,239.54,627.36,633.85
.\image_00424_1.png,success,331.54,248.27,626.23,619.36
.\image_00425_1.png,success,327.09,228.44,628.5,635.35
.\image_00426_1.png,success,344.59,268.55,623.82,641.59
.\image_00427_1.png,success,337.67,248.46,617.52,614.15
.\image_00428_1.png,success,335.81,247.96,619.9,618.81
.\image_00429_1.png,success,331.49,225.61,635.96,660.82
.\image_00430_0.png,success,332.37,233.23,623.78,633.71
.\image_00431_1.png,success,328.58,230.13,625.87,626.77
.\image_00432_1.png,success,343.74,232.05,643.79,618.43
.\image_00433_1.png,success,320.84,228.3,640.02,643.69
.\image_00434_0.png,success,322.89,236.17,631.87,641.25
.\image_00435_1.png,success,327.84,241.24,629.15,651.46
.\image_00436_1.png,success,324.58,234.4,617.6,620.51
.\image_00437_1.png,success,324.16,229.0,629.6,664.04
.\image_00438_0.png,success,323.69,227.05,621.48,626.16
.\image_00439_1.png,success,333.26,232.8,632.63,641.14
.\image_00440_1.png,success,332.49,231.71,631.53,639.19
.\image_00441_0.png,success,326.64,231.05,626.79,639.99
.\image_00442_1.png,success,342.03,262.68,634.33,628.32
.\image_00443_1.png,success,334.59,237.01,643.34,623.9
.\image_00444_1.png,success,331.53,253.14,630.26,640.88
.\image_00445_1.png,success,329.91,247.77,631.94,656.55
.\image_00446_0.png,success,331.26,242.22,643.26,638.85
.\image_00447_1.png,success,323.13,241.97,635.17,637.89
.\image_00448_1.png,success,334.11,228.63,632.46,645.29
.\image_00449_1.png,success,318.78,233.18,631.01,647.29
.\image_00450_1.png,success,312.49,220.76,636.15,655.28
.\image_00451_1.png,success,322.0,233.21,630.45,636.78
.\image_00452_1.png,success,322.51,220.38,629.82,648.06
.\image_00453_1.png,success,326.22,233.33,640.81,645.01
.\image_00454_0.png,success,314.39,218.5,620.28,637.26
.\image_00455_1.png,success,330.65,229.05,633.95,629.17
.\image_00456_0.png,success,328.72,216.77,641.45,651.44
.\image_00457_0.png,success,349.57,235.34,636.93,632.97
.\image_00458_1.png,success,341.53,223.25,636.77,636.74
.\image_00459_1.png,success,344.63,253.72,645.29,634.3
.\image_00460_0.png,success,373.25,233.28,653.83,642.58
.\image_00461_1.png,success,328.86,233.43,625.47,635.66
.\image_00462_0.png,success,342.13,237.62,626.48,633.16
.\image_00463_1.png,success,332.48,220.79,644.05,648.43
.\image_00464_1.png,success,346.34,238.32,624.28,620.54
.\image_00465_1.png,success,325.88,232.58,640.92,647.29
.\image_00466_1.png,success,332.35,236.81,626.48,647.51
.\image_00467_1.png,success,352.32,264.28,639.52,650.76
.\image_00468_1.png,success,346.48,225.38,662.48,662.04
.\image_00469_0.png,success,322.58,219.24,634.26,623.51
.\image_00470_0.png,success,329.87,217.12,634.08,628.41
.\image_00471_1.png,success,333.12,240.79,624.66,617.57
.\image_00472_1.png,success,326.67,230.1,631.69,631.37
.\image_00473_1.png,success,311.81,204.96,631.89,629.09
.\image_00474_1.png,success,311.71,223.02,639.6,635.62
.\image_00475_1.png,success,328.59,246.72,630.02,625.58
.\image_00476_1.png,success,315.31,236.29,638.23,640.07
.\image_00477_1.png,success,314.67,239.46,635.92,656.29
.\image_00478_1.png,success,326.87,258.52,626.75,648.95
.\image_00479_1.png,success,324.77,256.46,615.09,616.24
.\image_00480_1.png,success,326.18,245.05,629.34,616.98
.\image_00481_1.png,success,328.79,239.21,632.25,641.78
